John Obi Mikel	2011/2012	6.70
John Obi Mikel	2010/2011	7.21
John Obi Mikel	2010/2011	7.08
John Obi Mikel	2009/2010	7.33
Petr Cech	2014/2015	6.73
Petr Cech	2014/2015	6.24
Petr Cech	2013/2014	6.89
Petr Cech	2013/2014	6.83
Petr Cech	2012/2013	6.72
Petr Cech	2012/2013	7.02
Petr Cech	2012/2013	6.93
Petr Cech	2012	6.19
Petr Cech	2011/2012	7.55
Petr Cech	2011/2012	6.75
Petr Cech	2010/2011	7.12
Petr Cech	2010/2011	6.87
Petr Cech	2009/2010	7.30
Mohamed Salah	2014/2015	6.49
Mohamed Salah	2014/2015	6.07
Mohamed Salah	2013/2014	6.81
Mohamed Salah	2013/2014	6.88
Jores Okore	2014/2015	7.37
Jores Okore	2013/2014	6.79
Alan Hutton	2014/2015	7.36
Alan Hutton	2013/2014	7.07
Alan Hutton	2012/2013	6.60
Alan Hutton	2011/2012	6.78
Alan Hutton	2010/2011	6.91
Alan Hutton	2010/2011	7.01
Alan Hutton	2009/2010	6.47
Ciaran Clark	2014/2015	7.31
Ciaran Clark	2013/2014	6.86
Ciaran Clark	2012/2013	6.83
Ciaran Clark	2011/2012	6.76
Ciaran Clark	2010/2011	6.99
Nathan Baker	2014/2015	7.11
Nathan Baker	2013/2014	6.65
Nathan Baker	2012/2013	7.09
Nathan Baker	2011/2012	6.44
Matthew Lowton	2014/2015	7.08
Matthew Lowton	2013/2014	6.55
Brad Guzan	2014/2015	7.08
Brad Guzan	2013/2014	6.82
Brad Guzan	2012/2013	6.79
Fabian Delph	2014/2015	7.03
Fabian Delph	2013/2014	7.12
Fabian Delph	2012/2013	6.90
Fabian Delph	2011/2012	6.67
Fabian Delph	2010/2011	6.62
Aly Cissokho	2014/2015	7.01
Aly Cissokho	2013/2014	6.98
Aly Cissokho	2012/2013	6.84
Aly Cissokho	2012/2013	7.19
Aly Cissokho	2012/2013	6.74
Aly Cissokho	2011/2012	7.38
Aly Cissokho	2011/2012	6.56
Aly Cissokho	2010/2011	6.72
Aly Cissokho	2010/2011	7.04
Aly Cissokho	2009/2010	7.25
Ron Vlaar	2014/2015	6.92
Ron Vlaar	2013/2014	6.94
Ron Vlaar	2014	7.75
Ron Vlaar	2012/2013	7.06
Ashley Westwood	2014/2015	6.86
Ashley Westwood	2013/2014	6.83
Philippe Senderos	2014/2015	6.83
Philippe Senderos	2013/2014	6.49
Philippe Senderos	2013/2014	6.68
Philippe Senderos	2013/2014	6.79
Philippe Senderos	2014	5.44
Philippe Senderos	2012/2013	6.63
Philippe Senderos	2011/2012	6.70
Philippe Senderos	2010/2011	7.16
Carlos Sánchez	2014/2015	6.72
Carlos Sánchez	2013/2014	6.70
Carlos Sánchez	2014	6.99
Carlos Sánchez	2012/2013	6.86
Carlos Sánchez	2011/2012	6.51
Carlos Sánchez	2010/2011	6.81
Andreas Weimann	2014/2015	6.60
Andreas Weimann	2013/2014	6.59
Andreas Weimann	2012/2013	6.81
Andreas Weimann	2011/2012	6.26
Gabriel Agbonlahor	2014/2015	6.55
Gabriel Agbonlahor	2013/2014	6.55
Gabriel Agbonlahor	2012/2013	6.76
Gabriel Agbonlahor	2011/2012	6.74
Gabriel Agbonlahor	2010/2011	6.51
Christian Benteke	2014/2015	6.49
Christian Benteke	2013/2014	7.26
Jack Grealish	2014/2015	6.31
Kieran Richardson	2014/2015	6.29
Kieran Richardson	2013/2014	6.78
Kieran Richardson	2012/2013	6.52
Kieran Richardson	2012/2013	7.96
Kieran Richardson	2011/2012	6.84
Kieran Richardson	2010/2011	6.85
Charles N'Zogbia	2014/2015	6.22
Charles N'Zogbia	2012/2013	6.63
Charles N'Zogbia	2011/2012	6.80
Charles N'Zogbia	2010/2011	7.17
Darren Bent	2014/2015	6.52
Darren Bent	2014/2015	6.03
Darren Bent	2013/2014	6.30
Darren Bent	2012/2013	6.51
Darren Bent	2011/2012	6.77
Darren Bent	2010/2011	6.71
Darren Bent	2010/2011	7.07
Costel Pantilimon	2014/2015	7.46
Costel Pantilimon	2013/2014	6.14
Patrick van Aanholt	2014/2015	7.20
Patrick van Aanholt	2013/2014	7.12
Patrick van Aanholt	2013	6.32
Patrick van Aanholt	2011/2012	6.38
Patrick van Aanholt	2010/2011	6.28
Sebastian Larsson	2014/2015	7.17
Sebastian Larsson	2013/2014	6.73
Sebastian Larsson	2012/2013	6.82
Sebastian Larsson	2012	7.35
Sebastian Larsson	2011/2012	7.10
Sebastian Larsson	2010/2011	6.94
Santiago Vergini	2014/2015	7.08
Anthony Réveillere	2014/2015	7.04
Anthony Réveillere	2013/2014	6.78
Anthony Réveillere	2013/2014	6.90
Anthony Réveillere	2012/2013	6.86
Anthony Réveillere	2012/2013	6.95
Anthony Réveillere	2012	5.68
Anthony Réveillere	2011/2012	6.85
Anthony Réveillere	2011/2012	6.63
Anthony Réveillere	2010/2011	6.78
Anthony Réveillere	2010/2011	6.80
Anthony Réveillere	2009/2010	6.92
John O'Shea	2014/2015	7.04
John O'Shea	2013/2014	6.71
John O'Shea	2012/2013	6.91
John O'Shea	2012	5.90
John O'Shea	2011/2012	6.84
John O'Shea	2010/2011	6.53
John O'Shea	2010/2011	6.99
John O'Shea	2009/2010	6.87
Lee Cattermole	2014/2015	7.02
Lee Cattermole	2013/2014	6.67
Lee Cattermole	2012/2013	6.70
Lee Cattermole	2011/2012	6.84
Lee Cattermole	2010/2011	6.96
Vito Mannone	2014/2015	6.96
Vito Mannone	2013/2014	7.06
Vito Mannone	2012/2013	6.42
Vito Mannone	2012/2013	6.65
Vito Mannone	2011/2012	5.71
Vito Mannone	2009/2010	6.36
Wes Brown	2014/2015	6.94
Wes Brown	2013/2014	6.65
Wes Brown	2011/2012	6.93
Wes Brown	2010/2011	6.69
Wes Brown	2010/2011	6.85
Wes Brown	2009/2010	6.35
Connor Wickham	2014/2015	6.85
Connor Wickham	2013/2014	7.59
Connor Wickham	2013/2014	6.73
Connor Wickham	2013/2014	6.82
Connor Wickham	2013	6.63
Connor Wickham	2012/2013	6.27
Billy Jones	2014/2015	6.81
Billy Jones	2013/2014	6.97
Billy Jones	2012/2013	6.77
Jordi Gómez	2014/2015	6.68
Jordi Gómez	2013/2014	6.66
Jordi Gómez	2013/2014	7.06
Jordi Gómez	2012/2013	6.51
Jordi Gómez	2011/2012	6.67
Jordi Gómez	2010/2011	6.65
Jack Rodwell	2014/2015	6.65
Jack Rodwell	2013/2014	6.03
Jack Rodwell	2013/2014	6.23
Jack Rodwell	2012/2013	5.57
Jack Rodwell	2012/2013	6.59
Jack Rodwell	2011/2012	6.48
Jack Rodwell	2010/2011	6.39
Liam Bridcutt	2014/2015	6.62
Liam Bridcutt	2013/2014	6.77
Emanuele Giaccherini	2014/2015	6.58
Emanuele Giaccherini	2013/2014	6.61
Emanuele Giaccherini	2013	6.52
Emanuele Giaccherini	2012/2013	7.02
Emanuele Giaccherini	2012/2013	5.99
Emanuele Giaccherini	2012	6.69
Emanuele Giaccherini	2012	6.69
Emanuele Giaccherini	2011/2012	6.83
Sebastián Coates	2014/2015	6.58
Sebastián Coates	2014	6.04
Sebastián Coates	2013	7.13
Sebastián Coates	2012/2013	6.98
Sebastián Coates	2012/2013	6.37
Steven Fletcher	2014/2015	6.55
Steven Fletcher	2013/2014	6.34
Steven Fletcher	2012/2013	6.96
Steven Fletcher	2011/2012	6.79
Steven Fletcher	2010/2011	6.67
Ricardo Álvarez	2014/2015	6.43
Ricardo Álvarez	2013/2014	7.39
Ricardo Álvarez	2014	6.09
Ricardo Álvarez	2012/2013	6.93
Ricardo Álvarez	2012/2013	6.87
Ricardo Álvarez	2011/2012	7.04
William Buckley	2014/2015	6.26
William Buckley	2014/2015	6.32
Valentin Roberge	2014/2015	6.13
Valentin Roberge	2014/2015	6.96
Valentin Roberge	2013/2014	6.50
Ben Hamer	2014/2015	7.74
Marcin Wasilewski	2014/2015	7.56
Marcin Wasilewski	2013/2014	6.95
Marcin Wasilewski	2012/2013	6.93
Wes Morgan	2014/2015	7.23
Daniel Drinkwater	2014/2015	6.96
Jeffrey Schlupp	2014/2015	6.94
Leonardo Ulloa	2014/2015	6.90
Leonardo Ulloa	2013/2014	6.89
Kasper Schmeichel	2014/2015	6.90
Esteban Cambiasso	2014/2015	6.90
Esteban Cambiasso	2013/2014	7.29
Esteban Cambiasso	2012/2013	7.10
Esteban Cambiasso	2012/2013	7.23
Esteban Cambiasso	2011/2012	7.10
Esteban Cambiasso	2011/2012	7.31
Esteban Cambiasso	2010/2011	7.09
Esteban Cambiasso	2010/2011	6.88
Esteban Cambiasso	2009/2010	7.25
Dean Hammond	2014/2015	6.81
Matthew James	2014/2015	6.78
Paul Konchesky	2014/2015	6.75
Paul Konchesky	2013/2014	6.88
Paul Konchesky	2010/2011	7.79
Paul Konchesky	2010/2011	6.68
Jamie Vardy	2014/2015	6.65
Andy King	2014/2015	6.64
Danny Simpson	2014/2015	6.20
Danny Simpson	2014/2015	6.58
Danny Simpson	2013/2014	7.11
Danny Simpson	2012/2013	6.94
Danny Simpson	2012/2013	6.55
Danny Simpson	2011/2012	6.78
David Nugent	2014/2015	6.42
David Nugent	2013/2014	7.04
David Nugent	2009/2010	6.19
Chris Wood	2014/2015	6.24
Chris Wood	2013/2014	6.46
Anthony Knockaert	2014/2015	6.17
Marc Albrighton	2014/2015	6.15
Marc Albrighton	2013/2014	6.48
Marc Albrighton	2013/2014	6.81
Marc Albrighton	2012/2013	6.37
Marc Albrighton	2011/2012	6.71
Marc Albrighton	2010/2011	7.04
Nick Powell	2014/2015	6.07
Nick Powell	2013/2014	7.24
Nick Powell	2013/2014	7.01
Nick Powell	2012/2013	6.06
Gary Taylor-Fletcher	2014/2015	6.24
Gary Taylor-Fletcher	2014/2015	5.89
Gary Taylor-Fletcher	2013/2014	6.44
James Tomkins	2014/2015	7.58
James Tomkins	2013/2014	7.17
James Tomkins	2012/2013	6.87
James Tomkins	2010/2011	7.34
James Collins	2014/2015	7.20
James Collins	2013/2014	7.15
James Collins	2012/2013	7.01
James Collins	2011/2012	6.98
James Collins	2010/2011	7.04
James Collins	2009/2010	7.73
Mark Noble	2014/2015	7.11
Mark Noble	2013/2014	7.13
Mark Noble	2012/2013	7.09
Mark Noble	2010/2011	6.95
Aaron Cresswell	2014/2015	6.96
Alexandre Song	2014/2015	6.88
Alexandre Song	2013/2014	6.85
Alexandre Song	2013/2014	6.19
Alexandre Song	2014	5.46
Alexandre Song	2012/2013	7.14
Alexandre Song	2012/2013	6.54
Alexandre Song	2011/2012	7.43
Alexandre Song	2011/2012	7.22
Alexandre Song	2010/2011	7.47
Alexandre Song	2010/2011	7.39
Alexandre Song	2009/2010	7.55
Joey O'Brien	2014/2015	6.86
Joey O'Brien	2013/2014	6.60
Mauro Zárate	2014/2015	6.85
Mauro Zárate	2012/2013	6.25
Mauro Zárate	2012/2013	6.72
Mauro Zárate	2011/2012	6.60
Mauro Zárate	2011/2012	7.02
Mauro Zárate	2010/2011	7.19
Adrián	2014/2015	6.85
Adrián	2013/2014	6.84
Carl Jenkinson	2014/2015	6.75
Carl Jenkinson	2013/2014	6.62
Carl Jenkinson	2013/2014	6.67
Carl Jenkinson	2012/2013	6.69
Carl Jenkinson	2012/2013	6.76
Carl Jenkinson	2011/2012	6.43
Morgan Amalfitano	2014/2015	6.64
Morgan Amalfitano	2013/2014	6.91
Morgan Amalfitano	2013/2014	6.22
Morgan Amalfitano	2012/2013	7.10
Morgan Amalfitano	2012/2013	6.67
Morgan Amalfitano	2011/2012	6.75
Morgan Amalfitano	2011/2012	6.63
Morgan Amalfitano	2010/2011	7.09
Enner Valencia	2014/2015	6.62
Guy Demel	2014/2015	6.55
Guy Demel	2013/2014	6.84
Guy Demel	2012/2013	6.75
Guy Demel	2010/2011	6.71
Kevin Nolan	2014/2015	6.46
Kevin Nolan	2013/2014	6.74
Kevin Nolan	2012/2013	6.78
Carlton Cole	2014/2015	6.35
Carlton Cole	2013/2014	6.43
Carlton Cole	2012/2013	6.42
Carlton Cole	2010/2011	6.52
Ricardo Vaz Te	2014/2015	6.31
Ricardo Vaz Te	2013/2014	6.54
Diego Poyet	2014/2015	6.77
Diego Poyet	2014/2015	6.27
Mohamed Diamé	2014/2015	7.24
Mohamed Diamé	2014/2015	6.26
Mohamed Diamé	2013/2014	6.86
Mohamed Diamé	2012/2013	7.05
Mohamed Diamé	2011/2012	6.85
Mohamed Diamé	2010/2011	6.95
Federico Fazio	2014/2015	7.17
Federico Fazio	2014/2015	7.27
Federico Fazio	2013/2014	7.41
Federico Fazio	2013/2014	7.58
Federico Fazio	2012/2013	7.10
Federico Fazio	2011/2012	7.14
Federico Fazio	2010/2011	6.97
Federico Fazio	2009/2010	7.22
Christian Eriksen	2014/2015	6.79
Christian Eriksen	2014/2015	7.25
Christian Eriksen	2013/2014	6.91
Christian Eriksen	2013/2014	7.22
Christian Eriksen	2013/2014	8.02
Christian Eriksen	2012/2013	7.28
Christian Eriksen	2012/2013	7.25
Christian Eriksen	2012	6.12
Christian Eriksen	2011/2012	7.27
Younes Kaboul	2014/2015	7.48
Younes Kaboul	2014/2015	7.22
Younes Kaboul	2013/2014	7.09
Younes Kaboul	2013/2014	6.67
Younes Kaboul	2012/2013	6.52
Younes Kaboul	2011/2012	7.31
Younes Kaboul	2010/2011	7.74
Younes Kaboul	2010/2011	6.95
Younes Kaboul	2009/2010	7.34
Danny Rose	2014/2015	7.10
Danny Rose	2014/2015	7.15
Danny Rose	2013/2014	6.75
Danny Rose	2013/2014	7.05
Danny Rose	2013	6.45
Danny Rose	2012/2013	7.01
Danny Rose	2011/2012	6.30
Danny Rose	2010/2011	7.53
Eric Dier	2014/2015	7.29
Etienne Capoue	2014/2015	6.78
Etienne Capoue	2014/2015	7.08
Etienne Capoue	2013/2014	7.22
Etienne Capoue	2013/2014	6.93
Etienne Capoue	2012/2013	7.53
Etienne Capoue	2011/2012	7.09
Etienne Capoue	2010/2011	7.25
Jan Vertonghen	2014/2015	7.13
Jan Vertonghen	2014/2015	7.06
Jan Vertonghen	2013/2014	6.99
Jan Vertonghen	2013/2014	6.93
Jan Vertonghen	2014	7.44
Jan Vertonghen	2012/2013	7.22
Jan Vertonghen	2012/2013	7.62
Jan Vertonghen	2011/2012	7.57
Ryan Mason	2014/2015	5.91
Ryan Mason	2014/2015	7.02
Ben Davies	2014/2015	7.23
Ben Davies	2014/2015	7.02
Ben Davies	2013/2014	7.43
Ben Davies	2013/2014	6.91
Kyle Walker	2014/2015	6.72
Kyle Walker	2014/2015	7.00
Kyle Walker	2013/2014	7.14
Kyle Walker	2013/2014	7.06
Kyle Walker	2012/2013	7.30
Kyle Walker	2012/2013	7.17
Kyle Walker	2011/2012	7.13
Kyle Walker	2010/2011	7.27
Kyle Walker	2010/2011	6.03
Erik Lamela	2014/2015	7.51
Erik Lamela	2014/2015	6.97
Erik Lamela	2013/2014	7.58
Erik Lamela	2013/2014	6.39
Erik Lamela	2012/2013	7.59
Nacer Chadli	2014/2015	6.31
Nacer Chadli	2014/2015	6.89
Nacer Chadli	2013/2014	7.24
Nacer Chadli	2013/2014	6.69
Nacer Chadli	2014	6.33
Nacer Chadli	2012/2013	7.25
Vlad Chiriches	2014/2015	7.28
Vlad Chiriches	2014/2015	6.87
Vlad Chiriches	2013/2014	7.91
Vlad Chiriches	2013/2014	7.10
Nabil Bentaleb	2014/2015	6.88
Nabil Bentaleb	2014/2015	6.81
Nabil Bentaleb	2013/2014	6.60
Nabil Bentaleb	2013/2014	6.67
Harry Kane	2014/2015	7.61
Harry Kane	2014/2015	6.80
Harry Kane	2013/2014	6.35
Harry Kane	2013/2014	6.87
Harry Kane	2012/2013	6.17
Benjamin Stambouli	2014/2015	7.67
Benjamin Stambouli	2014/2015	6.74
Benjamin Stambouli	2014/2015	7.24
Benjamin Stambouli	2013/2014	7.05
Benjamin Stambouli	2012/2013	6.87
Benjamin Stambouli	2012/2013	7.03
Benjamin Stambouli	2011/2012	6.78
Emmanuel Adebayor	2014/2015	6.51
Emmanuel Adebayor	2014/2015	6.63
Emmanuel Adebayor	2013/2014	6.98
Emmanuel Adebayor	2013/2014	7.16
Emmanuel Adebayor	2012/2013	6.93
Emmanuel Adebayor	2012/2013	6.66
Emmanuel Adebayor	2011/2012	7.29
Emmanuel Adebayor	2010/2011	6.91
Emmanuel Adebayor	2010/2011	6.66
Emmanuel Adebayor	2010/2011	6.41
Mousa Dembélé	2014/2015	7.41
Mousa Dembélé	2014/2015	6.61
Mousa Dembélé	2013/2014	7.48
Mousa Dembélé	2013/2014	7.16
Mousa Dembélé	2014	7.04
Mousa Dembélé	2012/2013	7.26
Mousa Dembélé	2012/2013	8.42
Mousa Dembélé	2012/2013	7.24
Mousa Dembélé	2011/2012	7.27
Mousa Dembélé	2010/2011	7.12
Aaron Lennon	2014/2015	6.54
Aaron Lennon	2014/2015	6.41
Aaron Lennon	2013/2014	6.52
Aaron Lennon	2013/2014	6.72
Aaron Lennon	2012/2013	6.69
Aaron Lennon	2012/2013	7.03
Aaron Lennon	2011/2012	6.84
Aaron Lennon	2010/2011	6.97
Aaron Lennon	2010/2011	6.85
Kyle Naughton	2014/2015	7.27
Kyle Naughton	2014/2015	6.36
Kyle Naughton	2013/2014	7.22
Kyle Naughton	2013/2014	6.70
Kyle Naughton	2012/2013	6.99
Kyle Naughton	2012/2013	7.08
Kyle Naughton	2011/2012	6.93
Roberto Soldado	2014/2015	6.08
Roberto Soldado	2014/2015	6.34
Roberto Soldado	2013/2014	6.82
Roberto Soldado	2013/2014	6.54
Roberto Soldado	2013	7.08
Roberto Soldado	2012/2013	7.23
Roberto Soldado	2012/2013	6.98
Roberto Soldado	2011/2012	7.02
Roberto Soldado	2011/2012	7.32
Roberto Soldado	2010/2011	7.04
Roberto Soldado	2010/2011	7.21
Paulinho	2014/2015	6.71
Paulinho	2014/2015	6.23
Paulinho	2013/2014	6.35
Paulinho	2013/2014	6.89
Paulinho	2014	6.51
Paulinho	2013	7.29
Lewis Holtby	2014/2015	6.96
Lewis Holtby	2014/2015	6.16
Lewis Holtby	2013/2014	7.03
Lewis Holtby	2013/2014	6.68
Lewis Holtby	2013/2014	6.99
Lewis Holtby	2013	7.18
Lewis Holtby	2012/2013	7.31
Lewis Holtby	2012/2013	6.94
Lewis Holtby	2012/2013	7.27
Lewis Holtby	2012/2013	6.48
Lewis Holtby	2011/2012	7.25
Lewis Holtby	2010/2011	7.11
Lewis Holtby	2009/2010	6.41
Andros Townsend	2014/2015	7.43
Andros Townsend	2014/2015	6.00
Andros Townsend	2013/2014	7.44
Andros Townsend	2013/2014	6.91
Andros Townsend	2012/2013	6.13
Andros Townsend	2012/2013	7.37
Mehdi Abeid	2014/2015	7.32
Paul Dummett	2014/2015	7.20
Daryl Janmaat	2014/2015	7.15
Daryl Janmaat	2013/2014	7.22
Cheick Tioté	2014/2015	7.07
Cheick Tioté	2013/2014	7.01
Cheick Tioté	2014	6.34
Cheick Tioté	2012/2013	7.14
Cheick Tioté	2012/2013	6.85
Cheick Tioté	2011/2012	6.97
Sammy Ameobi	2014/2015	6.98
Sammy Ameobi	2013/2014	6.49
Sammy Ameobi	2012/2013	7.20
Sammy Ameobi	2012/2013	6.38
Sammy Ameobi	2011/2012	6.08
Gabriel Obertan	2014/2015	6.95
Gabriel Obertan	2013/2014	6.21
Gabriel Obertan	2012/2013	6.86
Gabriel Obertan	2012/2013	6.33
Gabriel Obertan	2011/2012	6.50
Gabriel Obertan	2010/2011	6.88
Gabriel Obertan	2010/2011	6.46
Gabriel Obertan	2009/2010	6.93
Massadio Haidara	2014/2015	6.94
Massadio Haidara	2013/2014	6.41
Massadio Haidara	2012/2013	7.63
Massadio Haidara	2012/2013	6.49
Massadio Haidara	2012/2013	7.06
Massadio Haidara	2011/2012	6.91
Fabricio Coloccini	2014/2015	6.94
Fabricio Coloccini	2013/2014	6.78
Fabricio Coloccini	2012/2013	6.95
Fabricio Coloccini	2012/2013	6.79
Fabricio Coloccini	2011/2012	6.88
Rémy Cabella	2014/2015	6.84
Rémy Cabella	2013/2014	7.35
Rémy Cabella	2012/2013	6.88
Rémy Cabella	2012/2013	7.32
Rémy Cabella	2011/2012	6.86
Tim Krul	2014/2015	6.83
Tim Krul	2013/2014	6.62
Tim Krul	2014	6.00
Tim Krul	2012/2013	7.33
Tim Krul	2012/2013	6.70
Tim Krul	2011/2012	6.76
Michael Williamson	2014/2015	6.79
Michael Williamson	2013/2014	7.04
Michael Williamson	2012/2013	6.93
Michael Williamson	2012/2013	7.29
Michael Williamson	2011/2012	6.75
Moussa Sissoko	2014/2015	6.72
Moussa Sissoko	2013/2014	7.09
Moussa Sissoko	2014	6.62
Moussa Sissoko	2012/2013	6.79
Moussa Sissoko	2012/2013	7.03
Moussa Sissoko	2012/2013	6.69
Moussa Sissoko	2011/2012	6.52
Moussa Sissoko	2010/2011	6.81
Yoan Gouffran	2014/2015	6.71
Yoan Gouffran	2013/2014	6.80
Yoan Gouffran	2012/2013	7.22
Yoan Gouffran	2012/2013	6.75
Yoan Gouffran	2012/2013	6.94
Yoan Gouffran	2011/2012	6.87
Yoan Gouffran	2010/2011	6.49
Yoan Gouffran	2009/2010	6.61
Steven Taylor	2014/2015	6.68
Steven Taylor	2013/2014	6.27
Steven Taylor	2012/2013	6.48
Steven Taylor	2012/2013	6.66
Steven Taylor	2011/2012	6.93
Papiss Demba Cissé	2014/2015	6.66
Papiss Demba Cissé	2013/2014	6.42
Papiss Demba Cissé	2012/2013	6.72
Papiss Demba Cissé	2012/2013	6.59
Papiss Demba Cissé	2011/2012	6.94
Papiss Demba Cissé	2011/2012	7.35
Papiss Demba Cissé	2010/2011	6.84
Robert Elliot	2014/2015	6.54
Robert Elliot	2013/2014	6.45
Robert Elliot	2012/2013	7.12
Ryan Taylor	2014/2015	6.48
Ryan Taylor	2012/2013	6.54
Ryan Taylor	2011/2012	6.78
Vurnon Anita	2014/2015	6.46
Vurnon Anita	2013/2014	6.62
Vurnon Anita	2012/2013	6.59
Vurnon Anita	2012/2013	6.46
Vurnon Anita	2011/2012	6.47
Siem de Jong	2014/2015	6.38
Siem de Jong	2013/2014	6.79
Siem de Jong	2013/2014	6.38
Siem de Jong	2013/2014	6.94
Siem de Jong	2012/2013	7.41
Siem de Jong	2012/2013	7.14
Siem de Jong	2011/2012	7.66
Emmanuel Rivière	2014/2015	6.25
Emmanuel Rivière	2013/2014	6.69
Emmanuel Rivière	2012/2013	6.39
Emmanuel Rivière	2011/2012	6.26
Emmanuel Rivière	2010/2011	6.59
Adam Armstrong	2014/2015	5.98
Daniel Ayala	2014/2015	7.45
Daniel Ayala	2013/2014	7.37
Daniel Ayala	2011/2012	6.53
Grant Leadbitter	2014/2015	7.44
Grant Leadbitter	2013/2014	7.16
Ryan Fredericks	2014/2015	7.35
Ryan Fredericks	2013/2014	7.57
George Friend	2014/2015	7.16
George Friend	2013/2014	7.01
Kenneth Omeruo	2014/2015	7.06
Kenneth Omeruo	2013/2014	7.40
Kenneth Omeruo	2014	7.44
Adam Reach	2014/2015	7.02
Adam Clayton	2014/2015	6.98
Patrick Bamford	2014/2015	6.87
Dimitrios Konstantopoulos	2014/2015	6.85
Emmanuel Ledesma	2014/2015	6.71
Emmanuel Ledesma	2014/2015	6.84
Sebastian Hines	2014/2015	6.74
Lee Tomlin	2014/2015	6.68
Jelle Vossen	2014/2015	6.66
Jelle Vossen	2013/2014	6.76
Jelle Vossen	2012/2013	7.17
Ben Gibson	2014/2015	6.65
James Husband	2014/2015	6.63
Dean Whitehead	2014/2015	6.58
Dean Whitehead	2013/2014	6.78
Dean Whitehead	2012/2013	6.42
Dean Whitehead	2011/2012	6.54
Dean Whitehead	2010/2011	6.61
Milos Veljkovic	2014/2015	6.56
Damiá	2014/2015	6.55
Damiá	2013/2014	7.00
Damiá	2012/2013	7.33
Damiá	2011/2012	6.96
Yanic Wildschut	2014/2015	6.50
Yanic Wildschut	2014/2015	6.62
Yanic Wildschut	2013/2014	6.31
Emilio Nsue Lopez	2014/2015	6.48
Emilio Nsue Lopez	2012/2013	6.57
Emilio Nsue Lopez	2011/2012	6.73
Tomás Mejías	2014/2015	6.41
Tomás Mejías	2013/2014	7.66
Luke Williams	2014/2015	6.14
Leighton Baines	2014/2015	7.74
Leighton Baines	2014/2015	7.41
Leighton Baines	2013/2014	7.25
Leighton Baines	2014	6.64
Leighton Baines	2012/2013	7.42
Leighton Baines	2011/2012	7.13
Leighton Baines	2010/2011	7.20
James McCarthy	2014/2015	6.93
James McCarthy	2014/2015	7.31
James McCarthy	2013/2014	6.91
James McCarthy	2013/2014	7.14
James McCarthy	2012/2013	6.89
James McCarthy	2011/2012	6.76
James McCarthy	2010/2011	6.91
John Stones	2014/2015	6.35
John Stones	2014/2015	7.30
Phil Jagielka	2014/2015	7.53
Phil Jagielka	2014/2015	7.27
Phil Jagielka	2013/2014	7.26
Phil Jagielka	2014	6.69
Phil Jagielka	2012/2013	7.21
Phil Jagielka	2011/2012	7.02
Phil Jagielka	2010/2011	7.12
Sylvain Distin	2014/2015	7.48
Sylvain Distin	2014/2015	7.23
Sylvain Distin	2013/2014	7.26
Sylvain Distin	2012/2013	7.19
Sylvain Distin	2011/2012	6.94
Sylvain Distin	2010/2011	7.15
Sylvain Distin	2009/2010	7.37
Antolin Alcaraz	2014/2015	7.32
Antolin Alcaraz	2014/2015	7.20
Antolin Alcaraz	2013/2014	7.05
Antolin Alcaraz	2012/2013	7.03
Antolin Alcaraz	2011/2012	6.89
Seamus Coleman	2014/2015	8.24
Seamus Coleman	2014/2015	7.07
Seamus Coleman	2013/2014	7.32
Seamus Coleman	2012/2013	7.12
Seamus Coleman	2011/2012	6.48
Seamus Coleman	2010/2011	6.73
Steven Naismith	2014/2015	7.67
Steven Naismith	2014/2015	7.00
Steven Naismith	2013/2014	6.61
Steven Naismith	2012/2013	6.41
Steven Naismith	2010/2011	7.14
Ross Barkley	2014/2015	6.79
Ross Barkley	2014/2015	6.96
Ross Barkley	2013/2014	7.01
Ross Barkley	2014	6.51
Ross Barkley	2012/2013	6.53
Tony Hibbert	2014/2015	7.30
Tony Hibbert	2014/2015	6.94
Tony Hibbert	2013/2014	6.06
Tony Hibbert	2012/2013	6.72
Tony Hibbert	2011/2012	6.79
Tony Hibbert	2010/2011	6.66
Samuel Eto'o	2014/2015	6.90
Samuel Eto'o	2014/2015	6.83
Samuel Eto'o	2013/2014	6.74
Samuel Eto'o	2013/2014	6.75
Samuel Eto'o	2013/2014	7.07
Samuel Eto'o	2014	6.28
Samuel Eto'o	2012/2013	7.14
Samuel Eto'o	2010/2011	7.63
Samuel Eto'o	2010/2011	7.94
Samuel Eto'o	2009/2010	7.25
Gareth Barry	2014/2015	7.21
Gareth Barry	2014/2015	6.82
Gareth Barry	2013/2014	7.28
Gareth Barry	2012/2013	6.45
Gareth Barry	2012/2013	7.00
Gareth Barry	2011/2012	7.09
Gareth Barry	2011/2012	7.24
Gareth Barry	2010/2011	7.07
Tim Howard	2014/2015	7.63
Tim Howard	2014/2015	6.79
Tim Howard	2013/2014	6.89
Tim Howard	2014	7.90
Tim Howard	2012/2013	6.76
Tim Howard	2011/2012	6.76
Tim Howard	2010/2011	6.61
Kevin Mirallas	2014/2015	8.27
Kevin Mirallas	2014/2015	6.78
Kevin Mirallas	2013/2014	7.10
Kevin Mirallas	2014	6.63
Kevin Mirallas	2012/2013	7.05
Kevin Mirallas	2011/2012	7.02
Romelu Lukaku	2014/2015	6.98
Romelu Lukaku	2014/2015	6.75
Romelu Lukaku	2013/2014	7.30
Romelu Lukaku	2013/2014	6.11
Romelu Lukaku	2014	6.55
Romelu Lukaku	2012/2013	6.96
Leon Osman	2014/2015	7.06
